---,X,Y,Z
6.06707,1.000000,0.809831,0.985313
6.083736,1.000000,0.814949,0.985771
6.100404,1.000000,0.820956,0.986216
6.117072,1.000000,0.827759,0.986647
6.133739,1.000000,0.835272,0.987065
6.150406,1.000000,0.843405,0.987470
6.167073,1.000000,0.852069,0.987862
6.183741,1.000000,0.861176,0.988242
6.200408,1.000000,0.870635,0.988609
6.217075,1.000000,0.880359,0.988964
6.233743,1.000000,0.890259,0.989307
6.25041,1.000000,0.900246,0.989638
6.267077,1.000000,0.910230,0.989957
6.283745,1.000000,0.920124,0.990265
6.300413,1.000000,0.929838,0.990562
6.317081,1.000000,0.939283,0.990847
6.333748,1.000000,0.948369,0.991122
6.350417,1.000000,0.957010,0.991386
6.367084,1.000000,0.965114,0.991640
6.383752,1.000000,0.972594,0.991883
6.40042,1.000000,0.979361,0.992116
6.417088,1.000000,0.985325,0.992339
6.433756,1.000000,0.990399,0.992552
6.450423,1.000000,0.994491,0.992756
6.467091,1.000000,0.997515,0.992950
6.483759,1.000000,0.999381,0.993136
6.500427,1.000000,1.000000,0.993312
6.517096,1.000000,0.999315,0.993479
6.533765,1.000000,0.997387,0.993638
6.550432,1.000000,0.994306,0.993789
6.5671,1.000000,0.990161,0.993931
6.583768,1.000000,0.985040,0.994065
6.600436,1.000000,0.979032,0.994191
6.617104,1.000000,0.972227,0.994310
6.633772,1.000000,0.964713,0.994422
6.65044,1.000000,0.956578,0.994526
6.667107,1.000000,0.947913,0.994622
6.683775,1.000000,0.938806,0.994712
6.700443,1.000000,0.929345,0.994796
6.71711,1.000000,0.919620,0.994873
6.733778,1.000000,0.909720,0.994943
6.750444,1.000000,0.899733,0.995008
6.767112,1.000000,0.889749,0.995066
6.783779,1.000000,0.879856,0.995119
6.800447,1.000000,0.870143,0.995166
6.817113,1.000000,0.860699,0.995208
6.833781,1.000000,0.851613,0.995245
6.850448,1.000000,0.842975,0.995276
6.867115,1.000000,0.834871,0.995303
6.883783,1.000000,0.827392,0.995326
6.900451,1.000000,0.820627,0.995344
6.917118,1.000000,0.814665,0.995357
6.933786,1.000000,0.809593,0.995367
6.950453,1.000000,0.805502,0.995373
6.967121,1.000000,0.802481,0.995375
6.983789,1.000000,0.800617,0.995374
7.000458,1.000000,0.800000,0.995369
7.017125,1.000000,0.800688,0.995362
7.033792,1.000000,0.802617,0.995352
7.050459,1.000000,0.805700,0.995338
7.067126,1.000000,0.809846,0.995323
7.083795,1.000000,0.814969,0.995305
7.100462,1.000000,0.820978,0.995285
7.11713,1.000000,0.827784,0.995263
7.133797,1.000000,0.835299,0.995239
7.150464,1.000000,0.843434,0.995214
7.167131,1.000000,0.852100,0.995188
7.1838,1.000000,0.861208,0.995160
7.200469,1.000000,0.870670,0.995131
7.217136,1.000000,0.880395,0.995102
7.233804,1.000000,0.890296,0.995072
7.250473,1.000000,0.900284,0.995042
7.26714,1.000000,0.910268,0.995011
7.283807,1.000000,0.920161,0.994980
7.300475,1.000000,0.929874,0.994950
7.317142,1.000000,0.939317,0.994920
7.33381,1.000000,0.948402,0.994891
7.350477,1.000000,0.957040,0.994862
7.367145,1.000000,0.965143,0.994834
7.383812,1.000000,0.972620,0.994807
7.400479,1.000000,0.979384,0.994782
7.417146,1.000000,0.985345,0.994758
7.433813,1.000000,0.990414,0.994736
7.45048,1.000000,0.994503,0.994716
7.467147,1.000000,0.997523,0.994698
7.483814,1.000000,0.999385,0.994682
7.500481,1.000000,0.999999,0.994669
7.517148,1.000000,0.999160,0.994658
7.533816,1.000000,0.996707,0.994650
7.550484,1.000000,0.992598,0.994645
7.56717,1.000000,0.986785,0.994644
7.583837,1.000000,0.979239,0.994646
7.600505,1.000000,0.969914,0.994651
7.617173,1.000000,0.958769,0.994661
7.63384,1.000000,0.945762,0.994674
7.650508,1.000000,0.930852,0.994691
7.667176,1.000000,0.913998,0.994713
7.683844,1.000000,0.895159,0.994740
7.700511,1.000000,0.874294,0.994771
7.717179,1.000000,0.851361,0.994807
7.733847,1.000000,0.826320,0.994849
7.750514,1.000000,0.799130,0.993815
7.767181,1.000000,0.771263,0.959267
7.783849,1.000000,0.744039,0.925513
7.800516,1.000000,0.717452,0.892545
7.817183,1.000000,0.691495,0.860355
7.833849,1.000000,0.666159,0.828932
7.850516,1.000000,0.641437,0.798267
7.867185,1.000000,0.617321,0.768350
7.883852,1.000000,0.593804,0.739175
7.900521,1.000000,0.570879,0.710730
7.917188,1.000000,0.548542,0.683010
7.933856,1.000000,0.526780,0.656002
7.950523,1.000000,0.505591,0.629701
7.96719,1.000000,0.484965,0.604096
7.983858,1.000000,0.464893,0.579177
8.000525,1.000000,0.445370,0.554935
8.017193,1.000000,0.426388,0.531362
8.03386,1.000000,0.407940,0.508448
8.050529,1.000000,0.390017,0.486185
8.067197,1.000000,0.372613,0.464563
8.083863,1.000000,0.355723,0.443576
8.100531,1.000000,0.339336,0.423211
8.117198,1.000000,0.323446,0.403461
8.133865,1.000000,0.308046,0.384317
8.150534,1.000000,0.293127,0.365768
8.167201,1.000000,0.278684,0.347808
8.183868,1.000000,0.264709,0.330427
8.200536,1.000000,0.251194,0.313615
8.217203,1.000000,0.238132,0.297364
8.233871,1.000000,0.225515,0.281663
8.250539,0.999269,0.213337,0.266506
8.267207,0.976804,0.201590,0.251882
8.283874,0.954658,0.190267,0.237784
8.300542,0.932823,0.179359,0.224200
8.317209,0.911302,0.168861,0.211124
8.333876,0.890092,0.158765,0.198546
8.350543,0.869188,0.149063,0.186455
8.367213,0.848588,0.139746,0.174842
8.38388,0.828296,0.130811,0.163702
8.400548,0.808305,0.122247,0.153023
8.417215,0.788615,0.114048,0.142797
8.433884,0.769222,0.106207,0.133014
8.450552,0.750126,0.098716,0.123665
8.467219,0.731325,0.091568,0.114742
8.483887,0.712817,0.084756,0.106236
8.500554,0.694599,0.078272,0.098138
8.517222,0.676669,0.072109,0.090437
8.533889,0.659028,0.066260,0.083127
8.550555,0.641671,0.060717,0.076197
8.567223,0.624597,0.055473,0.069639
